Type,Age,Breed1,Gender,Color1,Color2,MaturitySize,FurLength,Vaccinated,Sterilized,Health,Fee,PhotoAmt,target
Cat,12,Domestic Medium Hair,Male,Brown,Gray,Medium,Medium,Yes,Yes,Healthy,50,5,0
Dog,36,Mixed Breed,Female,Brown,No Color,Small,Long,Yes,No,Healthy,0,1,1
Cat,6,Domestic Short Hair,Male,Cream,No Color,Medium,Short,Yes,No,Healthy,0,4,1
Dog,3,Mixed Breed,Female,Black,Brown,Small,Short,Yes,No,Healthy,0,2,1
Dog,1,Mixed Breed,Male,Brown,No Color,Medium,Short,No,No,Healthy,0,2,1
Dog,24,Mixed Breed,Female,Cream,White,Medium,Medium,Yes,Yes,Healthy,0,2,1
Cat,12,Domestic Short Hair,Female,Yellow,White,Medium,Short,No,No,Healthy,0,2,0
Cat,3,Domestic Short Hair,Male,Gray,White,Small,Short,No,No,Healthy,0,5,0
Cat,8,Domestic Short Hair,Female,Black,No Color,Medium,Short,Yes,Yes,Healthy,10,2,0
Cat,1,Domestic Short Hair,Male,Black,Gray,Small,Short,No,No,Healthy,30,8,1
Dog,60,Mixed Breed,Female,Black,No Color,Medium,Medium,Yes,Yes,Healthy,0,11,1
Dog,3,Mixed Breed,Female,Brown,White,Medium,Medium,Yes,No,Healthy,0,2,1
Cat,9,Persian,Female,Brown,Yellow,Small,Long,Yes,No,Minor Injury,0,5,1
Dog,1,Mixed Breed,Female,Black,Brown,Small,Medium,No,No,Healthy,0,4,1
Cat,1,Domestic Short Hair,Male,Black,White,Small,Medium,No,No,Healthy,0,8,1
Dog,10,Miniature Pinscher,Male,Black,Brown,Small,Short,Not Sure,Yes,Healthy,0,5,1
Cat,1,Domestic Short Hair,Female,Brown,White,Small,Short,No,No,Healthy,0,4,0
Cat,1,Domestic Short Hair,Male,Black,Brown,Small,Short,No,No,Healthy,0,1,1
Dog,1,Mixed Breed,Male,Black,Brown,Small,Short,No,Not Sure,Healthy,0,5,1
Cat,13,Siamese,Female,Gray,No Color,Medium,Short,Yes,No,Healthy,0,0,0
Dog,120,Chihuahua,Female,Black,Yellow,Small,Short,Yes,No,Healthy,0,4,1
Cat,2,British Shorthair,Female,Cream,No Color,Small,Medium,No,No,Healthy,160,3,1
Cat,4,Domestic Medium Hair,Male,White,No Color,Small,Medium,No,No,Healthy,0,1,0
Dog,20,Mixed Breed,Female,Black,Brown,Medium,Medium,No,No,Healthy,0,1,1
Dog,42,Mixed Breed,Male,Black,White,Medium,Medium,Yes,No,Healthy,0,2,1
Dog,1,Mixed Breed,Female,Brown,No Color,Medium,Short,No,No,Healthy,0,2,1
Dog,0,Mixed Breed,Female,Brown,No Color,Medium,Short,Yes,No,Healthy,0,1,1
Cat,20,Domestic Short Hair,Female,White,No Color,Medium,Short,No,Yes,Healthy,0,3,1
Cat,24,Persian,Female,Black,Gray,Large,Medium,Yes,Yes,Healthy,0,2,1
Cat,2,Domestic Short Hair,Female,Black,Golden,Small,Short,No,No,Healthy,0,7,1
Dog,3,Mixed Breed,Female,Black,Brown,Medium,Medium,Yes,No,Healthy,0,3,1
Cat,4,Domestic Short Hair,Male,Golden,Yellow,Small,Short,No,No,Healthy,0,7,0
Dog,8,Mixed Breed,Male,Black,Brown,Medium,Medium,Yes,Yes,Healthy,0,1,0
Cat,3,Domestic Short Hair,Female,Cream,No Color,Medium,Medium,Yes,No,Healthy,0,1,1
Dog,12,Mixed Breed,Female,Black,Brown,Medium,Short,No,No,Healthy,0,4,1
Cat,4,Domestic Medium Hair,Female,Yellow,No Color,Small,Short,No,No,Healthy,0,4,1
Cat,24,Domestic Long Hair,Female,Black,White,Medium,Long,Yes,No,Healthy,0,1,1
Cat,108,Domestic Short Hair,Male,Black,Brown,Medium,Short,Not Sure,Yes,Healthy,0,10,0
Cat,7,Domestic Medium Hair,Female,Gray,No Color,Medium,Medium,No,No,Healthy,0,1,1
Dog,12,Mixed Breed,Female,Black,White,Large,Short,Yes,Yes,Healthy,100,6,0
Dog,2,Mixed Breed,Male,Golden,No Color,Medium,Medium,Yes,No,Healthy,0,2,1
Dog,1,Mixed Breed,Female,Black,Brown,Medium,Short,Yes,No,Healthy,0,1,1
Dog,2,Mixed Breed,Male,Brown,No Color,Small,Short,No,No,Healthy,0,5,0
Dog,96,Shih Tzu,Female,Cream,No Color,Medium,Medium,Yes,Yes,Healthy,0,2,1
Cat,3,Domestic Short Hair,Male,Golden,Yellow,Small,Short,Yes,No,Healthy,0,4,1
Dog,2,Mixed Breed,Female,Brown,No Color,Small,Short,Yes,No,Healthy,0,3,1
Dog,17,Mixed Breed,Female,Yellow,Cream,Medium,Short,Yes,Not Sure,Healthy,100,1,0
Cat,48,Domestic Medium Hair,Female,Gray,White,Medium,Medium,Yes,Yes,Healthy,0,4,1
Cat,18,Persian,Female,Cream,White,Medium,Long,Yes,No,Healthy,500,4,1
Dog,4,Mixed Breed,Male,Black,No Color,Small,Short,No,No,Healthy,0,10,1
Dog,60,Golden Retriever,Female,Golden,No Color,Large,Long,Yes,No,Healthy,0,1,1
Cat,72,Bobtail,Male,Golden,No Color,Large,Short,Yes,Yes,Healthy,0,4,1
Cat,3,Domestic Short Hair,Female,Black,Yellow,Small,Short,No,No,Healthy,0,5,1
Cat,4,Domestic Medium Hair,Female,Black,Gray,Medium,Medium,No,Not Sure,Healthy,0,4,1
Dog,17,Mixed Breed,Male,Black,Brown,Medium,Short,Yes,Yes,Healthy,0,7,1
Dog,24,Beagle,Female,Black,Brown,Medium,Short,Not Sure,Not Sure,Healthy,0,1,1
Cat,89,Domestic Long Hair,Female,Brown,White,Medium,Long,Yes,No,Healthy,0,3,1
Cat,12,Abyssinian,Female,Black,Gray,Medium,Medium,Not Sure,Not Sure,Healthy,150,2,0
Cat,3,Domestic Short Hair,Female,Black,Yellow,Small,Short,No,No,Healthy,0,5,1
Dog,24,Mixed Breed,Female,Yellow,Cream,Medium,Short,Yes,Yes,Healthy,0,7,1
Cat,12,Domestic Short Hair,Male,Golden,No Color,Medium,Short,No,Not Sure,Healthy,0,2,0
Dog,3,German Shepherd Dog,Female,Black,Brown,Medium,Medium,Yes,No,Healthy,0,2,1
Dog,84,Retriever,Male,Black,No Color,Large,Long,Yes,No,Healthy,0,4,1
Dog,2,Mixed Breed,Female,Black,No Color,Medium,Medium,No,No,Healthy,0,20,1
Dog,3,Mixed Breed,Female,Black,Brown,Medium,Short,No,No,Minor Injury,0,1,1
Dog,1,Mixed Breed,Female,Brown,White,Medium,Short,No,Not Sure,Healthy,0,1,1
Cat,42,Domestic Short Hair,Male,Black,No Color,Large,Short,Yes,Yes,Healthy,0,4,1
Dog,2,Mixed Breed,Female,Brown,White,Medium,Medium,Yes,Yes,Healthy,0,3,1
Cat,24,Domestic Short Hair,Female,Gray,White,Large,Short,Yes,Yes,Healthy,0,9,0
Cat,12,Domestic Medium Hair,Male,Gray,No Color,Medium,Medium,Yes,No,Healthy,0,3,1
Cat,62,Tonkinese,Female,Brown,No Color,Large,Medium,Yes,Yes,Healthy,0,4,1
Dog,24,Poodle,Female,Black,Brown,Small,Long,Yes,Yes,Healthy,250,2,1
Dog,2,Mixed Breed,Female,Brown,White,Medium,Short,No,No,Healthy,5,1,1
Dog,4,Mixed Breed,Female,Brown,No Color,Medium,Short,Yes,Yes,Healthy,0,3,1
Dog,36,Terrier,Male,Black,Gray,Large,Medium,Yes,Yes,Healthy,200,2,1
Dog,2,Mixed Breed,Male,Brown,No Color,Medium,Short,No,No,Healthy,0,3,1
Dog,24,Mixed Breed,Female,Black,Brown,Medium,Short,Yes,Yes,Healthy,50,4,1
Cat,12,Domestic Short Hair,Female,Brown,Cream,Medium,Short,No,No,Healthy,0,1,1
Dog,1,Mixed Breed,Female,Black,White,Medium,Short,No,No,Healthy,0,6,1
Cat,9,Nebelung,Female,Black,No Color,Medium,Long,Yes,No,Healthy,10,3,0
Cat,21,Domestic Short Hair,Female,Black,No Color,Small,Short,Yes,Yes,Healthy,0,3,1
Dog,4,Mixed Breed,Female,Brown,No Color,Medium,Short,Yes,Yes,Healthy,0,3,0
Dog,24,Poodle,Male,Cream,No Color,Medium,Long,Yes,Not Sure,Healthy,200,1,0
Cat,60,Domestic Short Hair,Male,Yellow,No Color,Medium,Medium,Yes,Yes,Healthy,0,1,1
Dog,2,Mixed Breed,Female,Black,White,Medium,Medium,Yes,Not Sure,Healthy,0,1,1
Dog,5,Poodle,Male,Brown,No Color,Small,Medium,Yes,No,Healthy,0,1,1
Dog,1,Mixed Breed,Male,Brown,No Color,Medium,Medium,Yes,No,Healthy,0,2,1
Dog,24,Corgi,Male,Black,Brown,Medium,Short,Not Sure,Not Sure,Healthy,0,1,1
Dog,2,Mixed Breed,Female,Black,No Color,Large,Short,No,No,Minor Injury,0,2,0
Cat,11,Domestic Short Hair,Male,Black,Gray,Medium,Short,Yes,No,Healthy,0,3,0
Cat,4,Siamese,Male,Yellow,Cream,Medium,Short,Yes,No,Healthy,0,5,1
Dog,3,Mixed Breed,Female,Black,Brown,Medium,Medium,No,No,Healthy,0,6,1
Dog,1,Mixed Breed,Female,Brown,No Color,Medium,Short,No,No,Healthy,15,3,1
Dog,3,Mixed Breed,Male,Black,Brown,Medium,Medium,Yes,Not Sure,Healthy,0,1,0
Dog,36,Labrador Retriever,Male,Cream,No Color,Medium,Short,Yes,No,Healthy,0,1,1
Cat,1,Domestic Medium Hair,Female,White,No Color,Small,Medium,No,No,Healthy,0,2,1
Dog,2,Mixed Breed,Female,Black,Brown,Medium,Medium,No,No,Healthy,0,3,1
Dog,18,Dalmatian,Female,Black,White,Medium,Medium,Yes,No,Healthy,350,5,1
Dog,3,Mixed Breed,Female,Black,No Color,Medium,Short,No,No,Healthy,0,1,0
Dog,2,Mixed Breed,Male,Black,Brown,Medium,Short,No,No,Healthy,0,1,1
Dog,36,Mixed Breed,Male,Brown,No Color,Medium,Medium,Not Sure,Yes,Minor Injury,0,1,0
Cat,6,Domestic Short Hair,Female,Black,White,Medium,Short,Yes,No,Healthy,0,5,0
Dog,72,Golden Retriever,Female,Cream,No Color,Large,Medium,Yes,Not Sure,Healthy,0,1,1
Cat,2,Domestic Short Hair,Male,Black,White,Small,Short,No,Yes,Healthy,0,4,1
Dog,3,Irish Terrier,Male,Brown,Cream,Medium,Medium,Yes,No,Minor Injury,200,3,0
Dog,2,Mixed Breed,Female,White,No Color,Medium,Medium,Yes,No,Healthy,0,1,1
Dog,2,Mixed Breed,Male,Brown,No Color,Medium,Medium,Yes,No,Healthy,0,4,1
Cat,2,Domestic Short Hair,Male,Black,Gray,Medium,Short,No,No,Healthy,0,2,1
Dog,1,German Shepherd Dog,Male,Gray,No Color,Medium,Medium,No,No,Healthy,0,6,1
Dog,24,Golden Retriever,Male,Yellow,Cream,Medium,Long,Yes,Yes,Healthy,0,7,1
Dog,1,Mixed Breed,Female,Black,Brown,Small,Medium,No,Yes,Healthy,0,1,0
Cat,12,Tuxedo,Male,Black,No Color,Small,Medium,Yes,Yes,Healthy,50,1,1
Cat,3,Domestic Short Hair,Female,Black,No Color,Small,Short,No,No,Healthy,0,1,1
Dog,2,Mixed Breed,Female,Brown,White,Medium,Short,No,No,Healthy,0,1,1
Dog,11,Mixed Breed,Female,Golden,No Color,Medium,Short,Yes,Yes,Healthy,0,9,1
Cat,4,Domestic Medium Hair,Male,White,No Color,Medium,Medium,Yes,Yes,Healthy,0,5,1
Cat,3,Domestic Short Hair,Male,Golden,Cream,Medium,Short,No,No,Healthy,0,2,0
Dog,1,Mixed Breed,Female,Black,White,Medium,Medium,Not Sure,No,Healthy,0,1,1
Cat,4,Domestic Medium Hair,Female,Black,Yellow,Large,Medium,No,Not Sure,Healthy,0,3,1
Cat,9,Siamese,Male,Brown,White,Large,Short,Yes,No,Healthy,0,5,1
Dog,9,Mixed Breed,Female,Black,Brown,Medium,Short,Yes,Yes,Healthy,0,1,1
Dog,1,Mixed Breed,Female,Black,Brown,Medium,Short,No,No,Healthy,0,5,1
Dog,11,Mixed Breed,Male,Brown,White,Medium,Medium,Yes,Not Sure,Healthy,0,3,0
Cat,5,Tabby,Male,Black,Brown,Medium,Medium,Yes,No,Healthy,30,1,0
Cat,12,Tortoiseshell,Female,Black,Brown,Medium,Short,Yes,Yes,Healthy,45,4,1
Cat,2,Domestic Short Hair,Male,Black,White,Medium,Short,No,No,Healthy,0,1,1
Cat,3,Persian,Female,Black,Golden,Medium,Long,No,No,Healthy,400,1,0
Dog,48,Jack Russell Terrier (Parson Russell Terrier),Female,Brown,Cream,Small,Short,Yes,Yes,Healthy,100,5,1
Cat,4,Oriental Short Hair,Female,Cream,No Color,Medium,Medium,No,No,Healthy,0,4,1
Cat,24,Maine Coon,Male,Black,Gray,Large,Long,Not Sure,Not Sure,Minor Injury,0,2,1
Dog,3,Mixed Breed,Female,Brown,No Color,Medium,Short,Yes,No,Healthy,0,4,0
Cat,9,Domestic Short Hair,Female,Black,No Color,Medium,Short,No,No,Healthy,0,5,1
Cat,15,Domestic Short Hair,Female,Black,Brown,Medium,Short,No,No,Healthy,0,2,1
Dog,36,Shih Tzu,Female,Black,Gray,Small,Long,Yes,Not Sure,Healthy,0,4,0
Cat,1,Applehead Siamese,Female,Black,White,Medium,Short,Not Sure,Not Sure,Healthy,0,1,0
Dog,2,Mixed Breed,Male,Brown,Cream,Medium,Short,No,No,Healthy,0,3,0
Cat,12,Domestic Short Hair,Female,Black,White,Medium,Short,Yes,Yes,Healthy,0,5,1
Cat,3,Domestic Short Hair,Male,Black,White,Medium,Short,No,No,Healthy,0,6,1
Dog,24,Mixed Breed,Male,Black,Brown,Medium,Medium,Yes,No,Healthy,100,2,1
Dog,12,Mixed Breed,Male,Brown,White,Medium,Short,No,No,Healthy,0,2,1
Cat,6,Domestic Short Hair,Female,Black,Yellow,Medium,Short,No,No,Healthy,0,2,0
Dog,96,Schnauzer,Male,Brown,Gray,Medium,Medium,Yes,Not Sure,Healthy,0,3,1
Dog,48,Bedlington Terrier,Female,Brown,No Color,Small,Long,Yes,Yes,Minor Injury,250,2,1
Dog,24,Mixed Breed,Female,Black,White,Medium,Medium,Not Sure,Yes,Healthy,0,1,1
Dog,8,Spitz,Female,Black,Brown,Medium,Short,Not Sure,No,Healthy,0,1,1
Dog,29,Mixed Breed,Female,Brown,Cream,Medium,Short,Yes,Not Sure,Healthy,0,1,1
Cat,9,Domestic Short Hair,Female,Black,White,Large,Short,Yes,Yes,Healthy,0,2,1
Cat,2,Domestic Medium Hair,Male,Golden,White,Medium,Medium,No,No,Minor Injury,0,3,1
Cat,6,Tabby,Male,Golden,No Color,Small,Short,Not Sure,Not Sure,Healthy,1,3,0
Cat,6,Domestic Short Hair,Female,Black,Yellow,Medium,Short,No,No,Healthy,0,1,0
Cat,24,Maine Coon,Female,Brown,Gray,Large,Long,No,No,Healthy,0,1,1
Dog,60,Spitz,Male,Golden,Cream,Medium,Medium,Yes,No,Healthy,0,5,0
Cat,11,Domestic Short Hair,Female,Black,Gray,Small,Short,Yes,Yes,Healthy,0,1,1
Cat,2,Domestic Short Hair,Female,Yellow,Cream,Small,Short,Not Sure,Not Sure,Healthy,0,2,1
Dog,2,Mixed Breed,Male,Black,Brown,Medium,Medium,No,Yes,Healthy,0,3,1
Cat,4,Domestic Long Hair,Male,Yellow,No Color,Small,Long,Not Sure,Not Sure,Healthy,0,3,1
Dog,24,Mixed Breed,Male,Brown,White,Medium,Short,Not Sure,Not Sure,Healthy,0,2,0
Dog,2,Mixed Breed,Female,White,No Color,Medium,Medium,No,No,Healthy,0,1,0
Cat,3,Domestic Short Hair,Female,Black,Brown,Medium,Short,No,Not Sure,Minor Injury,0,1,0
Dog,2,Mixed Breed,Female,Black,No Color,Medium,Short,No,No,Healthy,5,1,1
Cat,3,Domestic Short Hair,Female,Black,No Color,Large,Medium,No,Not Sure,Healthy,0,2,1
Dog,5,Mixed Breed,Male,Black,Brown,Large,Short,No,No,Healthy,0,0,0
Dog,84,Spitz,Female,White,No Color,Medium,Medium,Yes,Yes,Healthy,0,7,1
Dog,2,Mixed Breed,Female,Yellow,No Color,Medium,Medium,Yes,No,Healthy,0,1,1
Dog,3,Mixed Breed,Female,Black,No Color,Medium,Short,No,No,Healthy,0,5,1
Cat,2,Domestic Short Hair,Male,Brown,White,Medium,Medium,Yes,No,Healthy,0,2,1
Cat,2,Tabby,Male,Black,Gray,Small,Short,No,No,Minor Injury,0,17,1
Dog,2,Mixed Breed,Male,Brown,Cream,Medium,Short,Yes,No,Healthy,0,8,1
Dog,3,Mixed Breed,Male,Brown,Golden,Small,Short,Yes,Not Sure,Healthy,210,5,0
Dog,60,Mixed Breed,Female,White,No Color,Small,Long,Yes,Not Sure,Healthy,0,5,1
Cat,2,Domestic Short Hair,Female,Black,White,Small,Medium,No,No,Healthy,0,1,1
Cat,14,Cymric,Male,Golden,White,Small,Long,No,No,Healthy,0,2,1
Cat,24,Domestic Long Hair,Female,Brown,No Color,Medium,Long,Yes,Yes,Healthy,150,1,1
Dog,24,Mixed Breed,Male,Black,Brown,Medium,Short,Yes,No,Healthy,1,3,1
Dog,96,Doberman Pinscher,Male,Black,No Color,Large,Short,Yes,No,Minor Injury,0,1,0
Cat,36,Domestic Medium Hair,Female,Black,Gray,Medium,Medium,No,No,Healthy,0,3,1
Dog,30,Poodle,Male,Brown,No Color,Small,Medium,Yes,Yes,Minor Injury,200,5,1
Dog,22,Mixed Breed,Female,Brown,Golden,Small,Short,Yes,No,Healthy,80,3,0
Cat,9,Persian,Male,Black,Gray,Large,Long,Yes,Yes,Healthy,0,3,1
Dog,1,Mixed Breed,Male,Black,Gray,Medium,Medium,No,Not Sure,Healthy,250,1,1
Dog,84,Shih Tzu,Male,Cream,No Color,Small,Long,Yes,Yes,Healthy,50,4,1
Dog,24,Mixed Breed,Male,Brown,No Color,Medium,Short,Yes,No,Healthy,0,2,0
Cat,3,Domestic Short Hair,Female,Cream,No Color,Medium,Short,Yes,No,Healthy,50,11,1
Dog,3,Mixed Breed,Female,Black,Cream,Medium,Short,Yes,Not Sure,Healthy,100,2,0
Dog,1,Mixed Breed,Female,Black,Brown,Large,Long,No,No,Healthy,0,4,1
Dog,14,American Bulldog,Male,Brown,No Color,Medium,Short,Yes,Not Sure,Healthy,500,2,0
Cat,24,Domestic Medium Hair,Female,Black,Yellow,Large,Medium,Yes,Yes,Healthy,0,5,1
Dog,3,Mixed Breed,Female,Black,Brown,Medium,Medium,No,No,Healthy,0,0,0
Dog,2,Rottweiler,Male,Black,Brown,Medium,Short,No,No,Healthy,0,2,1
Cat,3,Persian,Female,Black,Yellow,Medium,Short,No,No,Healthy,0,1,1
Dog,8,Mixed Breed,Female,Brown,White,Medium,Medium,Yes,No,Healthy,0,2,1
Dog,18,Mixed Breed,Male,Yellow,No Color,Medium,Medium,No,No,Healthy,0,2,0
Cat,2,Domestic Short Hair,Male,Yellow,White,Medium,Short,No,No,Healthy,0,3,1
Cat,8,Domestic Short Hair,Female,Brown,White,Medium,Short,Not Sure,Yes,Healthy,0,1,1
Cat,9,Domestic Short Hair,Male,Black,Cream,Medium,Medium,Yes,Yes,Healthy,0,2,1
Dog,1,Mixed Breed,Female,Brown,No Color,Medium,Medium,No,No,Minor Injury,50,5,1
Dog,17,Mixed Breed,Female,White,No Color,Medium,Medium,No,No,Healthy,0,0,0
Dog,12,Mixed Breed,Female,Brown,Golden,Medium,Medium,Not Sure,Not Sure,Healthy,0,8,1
Cat,15,Persian,Male,Brown,Cream,Large,Medium,Yes,Yes,Healthy,0,1,1
Cat,3,Domestic Medium Hair,Male,Black,Brown,Medium,Medium,No,No,Healthy,0,5,1
Dog,2,Mixed Breed,Female,Black,No Color,Medium,Medium,Yes,No,Healthy,0,3,0
Dog,5,Labrador Retriever,Female,Cream,No Color,Medium,Short,Yes,Yes,Healthy,0,5,1
Dog,1,Mixed Breed,Female,Black,White,Small,Short,No,No,Healthy,0,1,1
Dog,7,Mixed Breed,Female,Brown,No Color,Medium,Short,No,Yes,Healthy,0,5,1
Cat,4,Siamese,Female,Brown,White,Small,Short,No,No,Healthy,0,2,1
Cat,36,Oriental Long Hair,Female,Black,Gray,Large,Long,Yes,No,Minor Injury,0,1,1
Cat,5,Domestic Long Hair,Female,Gray,No Color,Medium,Medium,No,No,Minor Injury,100,6,1
Cat,15,American Wirehair,Female,Black,Brown,Small,Medium,No,No,Healthy,0,5,1
Dog,2,Mixed Breed,Female,Black,No Color,Medium,Short,No,No,Healthy,0,1,1
Cat,8,Domestic Short Hair,Female,Brown,No Color,Medium,Short,Yes,Yes,Healthy,0,1,1
Cat,2,Domestic Short Hair,Male,Brown,White,Small,Short,No,No,Healthy,0,5,1
Dog,3,Yellow Labrador Retriever,Male,Brown,No Color,Medium,Short,Not Sure,No,Healthy,0,2,1
Dog,36,Terrier,Male,White,No Color,Medium,Long,Not Sure,No,Healthy,0,5,1
Dog,14,Mixed Breed,Female,Brown,Golden,Medium,Short,Yes,Yes,Healthy,0,5,0
Cat,24,Domestic Short Hair,Female,Black,Yellow,Medium,Short,Yes,Yes,Healthy,0,4,0
Dog,5,Mixed Breed,Male,Black,Brown,Medium,Short,Yes,No,Healthy,0,3,1
Dog,84,Beagle,Female,Black,Brown,Medium,Short,Yes,Yes,Healthy,100,1,0
Cat,48,Domestic Short Hair,Female,Brown,Cream,Large,Short,Yes,Not Sure,Healthy,0,1,0
Cat,4,Domestic Short Hair,Male,Black,White,Medium,Short,No,No,Healthy,0,5,1
Dog,3,Mixed Breed,Female,Black,Brown,Medium,Short,No,No,Healthy,0,3,1
Cat,3,Siamese,Female,Cream,Gray,Small,Short,No,No,Healthy,0,14,1
Dog,3,Mixed Breed,Male,Golden,No Color,Medium,Medium,Yes,No,Healthy,0,2,0
Dog,0,Terrier,Female,Black,No Color,Small,Medium,Not Sure,Not Sure,Minor Injury,0,3,1
Dog,2,Mixed Breed,Male,Black,White,Medium,Medium,No,No,Healthy,0,3,1
Dog,32,Poodle,Female,Brown,No Color,Small,Short,Yes,Yes,Healthy,500,3,1
Dog,1,Mixed Breed,Female,Black,Brown,Medium,Medium,No,No,Healthy,0,1,0
Dog,12,Mixed Breed,Male,Brown,No Color,Medium,Short,Not Sure,Not Sure,Healthy,0,2,1
Dog,24,Terrier,Female,Black,Brown,Medium,Short,Yes,Yes,Healthy,0,7,0
Dog,1,Mixed Breed,Female,Brown,White,Medium,Medium,No,No,Healthy,0,3,1
Cat,24,Siamese,Female,Brown,Cream,Medium,Medium,No,No,Healthy,100,5,1
Cat,2,Calico,Female,Brown,Yellow,Medium,Medium,Yes,No,Healthy,50,2,1
Dog,36,Mixed Breed,Male,Black,No Color,Medium,Medium,Not Sure,Not Sure,Healthy,0,1,0
Dog,2,Mixed Breed,Male,Black,Brown,Large,Medium,Yes,No,Healthy,0,2,1
Dog,48,Mixed Breed,Male,Brown,No Color,Small,Short,Yes,Yes,Healthy,0,3,1
Dog,2,Mixed Breed,Female,Brown,No Color,Medium,Short,No,No,Healthy,0,1,0
Cat,2,Domestic Short Hair,Female,Brown,No Color,Small,Short,Not Sure,Not Sure,Healthy,0,5,1
Cat,3,Domestic Short Hair,Female,Black,Yellow,Small,Short,Yes,No,Healthy,0,3,1
Cat,2,Domestic Short Hair,Female,Black,Yellow,Small,Short,No,No,Healthy,0,11,1
Dog,3,Poodle,Male,Black,No Color,Large,Medium,Not Sure,No,Healthy,0,1,1
Cat,4,Domestic Short Hair,Male,Golden,No Color,Medium,Medium,No,No,Healthy,0,1,1
Dog,4,Mixed Breed,Female,Black,No Color,Medium,Short,Yes,Not Sure,Healthy,0,2,0
Dog,1,Mixed Breed,Female,Black,White,Medium,Medium,No,No,Healthy,0,5,1
Cat,2,Domestic Short Hair,Male,Brown,Golden,Medium,Short,Yes,No,Healthy,0,5,1
Cat,18,Domestic Short Hair,Male,Brown,No Color,Small,Short,Not Sure,Not Sure,Healthy,0,6,1
Dog,3,Mixed Breed,Female,Black,Brown,Medium,Short,Yes,No,Healthy,200,2,1
Dog,2,Mixed Breed,Female,White,No Color,Medium,Short,No,No,Healthy,20,1,1
Dog,12,German Shepherd Dog,Female,Black,Brown,Large,Medium,No,Not Sure,Healthy,100,1,0
Cat,5,Domestic Short Hair,Male,Yellow,White,Medium,Short,Yes,No,Healthy,120,5,1
Cat,1,Domestic Medium Hair,Male,Black,White,Medium,Medium,No,No,Healthy,0,3,1
Dog,24,Poodle,Male,Cream,No Color,Medium,Medium,Yes,No,Healthy,0,4,1
Cat,2,Domestic Short Hair,Male,Brown,No Color,Medium,Medium,Yes,No,Healthy,0,2,1
Dog,1,Labrador Retriever,Female,Brown,No Color,Medium,Short,Not Sure,No,Healthy,0,1,1
Cat,2,Domestic Short Hair,Male,Golden,Cream,Small,Short,Not Sure,Not Sure,Healthy,0,5,1
Dog,3,Mixed Breed,Male,White,No Color,Medium,Short,Yes,Yes,Healthy,0,5,1
Dog,0,Mixed Breed,Male,Brown,White,Medium,Short,No,No,Healthy,0,4,1
Cat,10,Havana,Female,Brown,No Color,Medium,Short,No,No,Healthy,0,2,1
Cat,4,Domestic Short Hair,Male,Black,Yellow,Medium,Medium,No,No,Healthy,0,5,1
Dog,2,Mixed Breed,Male,Brown,White,Medium,Medium,Yes,No,Healthy,0,1,1
Dog,2,Mixed Breed,Female,Brown,No Color,Small,Short,No,No,Healthy,0,2,0
Cat,2,Domestic Medium Hair,Male,Brown,Yellow,Small,Medium,No,No,Healthy,0,5,1
Dog,4,Mixed Breed,Female,Brown,White,Medium,Medium,No,No,Healthy,0,7,0
Dog,3,Doberman Pinscher,Female,Black,White,Large,Short,Yes,No,Healthy,0,2,1
Cat,8,Domestic Short Hair,Male,White,No Color,Medium,Short,Yes,Not Sure,Healthy,0,3,1
Dog,60,Bullmastiff,Male,Cream,Gray,Large,Short,Yes,Yes,Healthy,0,5,0
Cat,2,Domestic Short Hair,Female,Black,Gray,Small,Short,No,No,Healthy,0,2,1
Cat,1,Domestic Short Hair,Male,Black,Gray,Small,Short,No,No,Healthy,0,6,1
Dog,91,Shih Tzu,Female,Brown,White,Small,Medium,Yes,Yes,Healthy,0,1,1
Cat,1,Domestic Short Hair,Female,Yellow,White,Small,Short,No,No,Minor Injury,1,16,1
Dog,3,Mixed Breed,Male,Brown,White,Medium,Short,Yes,Not Sure,Minor Injury,0,2,1
Dog,24,Terrier,Male,White,No Color,Medium,Long,Yes,Yes,Healthy,0,4,1
Cat,3,Domestic Long Hair,Female,Black,Brown,Medium,Medium,No,Not Sure,Healthy,0,9,1
Cat,2,Domestic Medium Hair,Female,Black,Yellow,Small,Medium,No,No,Healthy,0,1,1
Dog,3,Mixed Breed,Female,Brown,White,Medium,Short,Yes,No,Healthy,0,3,1
Dog,12,Mixed Breed,Male,Black,Brown,Large,Short,Not Sure,Not Sure,Minor Injury,0,3,0
Dog,2,Mixed Breed,Female,Black,No Color,Medium,Short,Yes,No,Healthy,0,1,1
Dog,60,Golden Retriever,Male,Golden,Cream,Large,Long,Yes,Yes,Healthy,500,1,1
Dog,60,Mixed Breed,Male,Black,Brown,Small,Short,Not Sure,Yes,Healthy,0,8,1
Dog,4,Mixed Breed,Male,Brown,Yellow,Large,Short,Yes,No,Healthy,0,1,0
Dog,84,Belgian Shepherd Malinois,Female,Black,Brown,Large,Medium,Yes,Yes,Minor Injury,600,4,0
Dog,3,Mixed Breed,Female,White,No Color,Medium,Medium,No,No,Healthy,300,5,1
Cat,12,Tuxedo,Male,Black,White,Medium,Short,Not Sure,Yes,Healthy,0,6,1
Cat,2,Tortoiseshell,Female,Black,Brown,Medium,Medium,Yes,No,Healthy,50,2,0
Cat,2,Domestic Short Hair,Female,Black,White,Small,Short,No,No,Healthy,0,1,1
